City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Verkhnyaya Toyma,RU,62.2349,44.9985,45.14,96,100,7.49,overcast clouds
348,Vardo,NO,70.3705,31.1107,42.78,87,100,8.05,overcast clouds
349,Abu Kamal,SY,34.4506,40.9171,87.24,15,0,10.36,clear sky
350,Starotimoshkino,RU,53.7191,47.5312,57.58,90,90,6.38,overcast clouds
351,Bogomila,MK,41.5931,21.4717,62.78,59,21,2.33,few clouds
352,Mahon,ES,39.8885,4.2658,73.96,64,20,5.75,few clouds
353,Povenets,RU,62.8487,34.8262,39.92,82,56,5.03,broken clouds
354,Dunshaughlin,IE,53.5125,-6.54,59.83,74,61,5.32,broken clouds
355,Tselinnoye,RU,53.0833,85.6667,24.4,87,5,6.15,clear sky
356,Taszar,HU,46.3747,17.9059,65.08,84,98,6.91,overcast clouds
357,Stykkisholmur,IS,65.0757,-22.7297,46.89,77,86,10.85,overcast clouds
358,Abyek,IR,36.0667,50.55,69.4,41,0,5.95,clear sky
359,Challans,FR,46.8436,-1.8749,65.32,88,34,9.6,scattered clouds
360,Moissac,FR,44.1024,1.0945,73.27,64,100,4.65,overcast clouds
361,Bastia,FR,42.6667,9.3333,78.6,80,0,9.22,clear sky
362,Visnes,NO,59.3556,5.2242,55.45,76,40,19.57,scattered clouds
363,Novyy Oskol,RU,50.7631,37.8691,61.14,87,100,12.39,overcast clouds
364,Gazanjyk,TM,39.2446,55.5154,63.86,18,0,13.65,clear sky
365,Kozhva,RU,65.1073,57.0459,42.53,93,100,10.18,overcast clouds
366,Opatija,HR,45.3392,14.3083,67.75,85,74,4.18,broken clouds
367,Naron,ES,43.5167,-8.1528,72.45,74,100,8.52,overcast clouds
368,Krasnovishersk,RU,60.4078,57.082,50.22,69,100,11.23,overcast clouds
369,Nema,RU,57.5067,50.5011,54.86,94,100,12.53,overcast clouds
370,Kautokeino,NO,69.0125,23.0412,35.19,88,87,0.43,overcast clouds
371,Zonguldak,TR,41.25,31.8333,57.27,91,95,4.88,overcast clouds
372,Ermoupolis,GR,37.4423,24.9425,76.57,46,0,16.11,clear sky
373,Tralee,IE,52.2704,-9.7026,59.25,72,75,0.0,broken clouds
374,Nemyriv,UA,48.9708,28.8378,50.27,82,68,20.24,broken clouds
375,Aktanysh,RU,55.7216,54.0829,55.76,48,100,17.0,moderate rain
376,Nikita,UA,44.5333,34.2333,53.76,80,100,11.36,light rain
377,Spasskoye,RU,44.6108,132.7969,55.35,90,75,7.2,broken clouds
378,Taman,RU,45.2117,36.7161,66.7,87,100,24.4,light rain
379,Hazorasp,UZ,41.3194,61.0742,44.44,17,99,11.45,overcast clouds
380,Bosilegrad,RS,42.5011,22.4724,51.49,82,9,3.58,clear sky
381,Sandnessjoen,NO,66.0217,12.6316,52.65,91,75,8.05,broken clouds
382,Abhar,IR,36.1468,49.218,61.52,58,0,3.29,clear sky
383,Marevo,RU,57.3146,32.0804,43.45,93,100,6.73,overcast clouds
384,Elvas,PT,38.8815,-7.1628,88.02,20,31,6.13,scattered clouds
385,Pestovo,RU,58.5938,35.8024,42.69,92,100,5.93,overcast clouds
386,Moyeuvre-Grande,FR,49.2517,6.0475,56.79,96,100,3.67,moderate rain
387,Kamyzyak,RU,46.11,48.0736,62.58,82,0,13.42,clear sky
388,Scharding,AT,48.4529,13.4372,54.9,98,100,6.78,light rain
389,Westerlo,BE,51.0905,4.9154,61.93,78,70,4.0,broken clouds
390,Boden,SE,65.8252,21.6886,50.0,88,98,2.98,overcast clouds
391,Kehra,EE,59.3361,25.3211,49.41,80,86,5.95,overcast clouds
392,Turku,FI,60.4515,22.2687,51.22,81,0,3.44,clear sky
393,Lerwick,GB,60.1545,-1.1494,55.4,85,40,20.29,scattered clouds
394,Tramore,IE,52.1624,-7.1524,62.1,72,49,4.0,scattered clouds
395,Inta,RU,66.0317,60.1659,41.16,87,100,8.39,overcast clouds
396,Pelym,RU,61.0108,61.9978,40.77,85,100,8.72,overcast clouds
397,Thiers,FR,45.8333,3.5,71.92,68,38,3.85,scattered clouds
398,Grandola,PT,38.1772,-8.5668,76.35,25,1,2.46,clear sky
399,Amli,IN,20.2833,73.0167,74.8,89,8,3.18,clear sky
400,Argentan,FR,48.75,-0.0167,59.25,90,80,5.68,light rain
401,Hyeres,FR,43.1167,6.1167,81.25,58,0,19.57,clear sky
402,La Maddalena,IT,41.2142,9.4083,77.16,78,13,25.41,few clouds
403,Ivankiv,UA,50.9386,29.8943,45.55,90,100,22.08,light rain
404,Kobryn,BY,52.2138,24.3564,49.08,87,66,13.11,broken clouds
405,Rognan,NO,67.0953,15.3878,51.94,83,100,1.9,light rain
406,Tarare,FR,45.8976,4.4327,73.42,49,15,3.87,few clouds
407,Setermoen,NO,68.861,18.3486,42.12,84,52,2.19,broken clouds
408,Qobustan,AZ,40.0824,49.412,72.19,69,21,11.41,few clouds
409,Poarta Alba,RO,44.2167,28.4,65.37,48,0,9.22,clear sky
410,Rakiv Lis,UA,51.6217,24.9243,48.85,87,66,13.44,broken clouds
411,Bolu,TR,40.6667,31.5833,53.42,90,85,5.37,overcast clouds
412,Skara,SE,58.3866,13.4384,51.03,91,99,6.2,overcast clouds
413,Chernihiv,UA,51.0,32.0,48.33,90,100,18.68,overcast clouds
414,Erdemli,TR,36.605,34.3084,80.85,65,7,3.62,clear sky
415,Nizhniy Chir,RU,48.3597,43.0865,70.75,51,100,17.22,overcast clouds
416,Gali,GE,42.6265,41.7381,72.23,48,96,4.99,overcast clouds
417,Soderhamn,SE,61.3037,17.0592,50.95,89,100,1.21,overcast clouds
418,Cutro,IT,39.0353,16.9819,72.63,56,0,9.22,clear sky
419,Semiletka,RU,55.3603,54.6153,54.41,48,100,16.98,overcast clouds
420,Sinjar,IQ,36.3209,41.8754,83.64,17,1,1.43,clear sky
421,Ivanava,BY,52.1451,25.5365,49.62,91,100,10.8,overcast clouds
422,Borinskoye,RU,52.4569,39.3713,63.43,78,100,12.95,light rain
423,Sipoo,FI,60.3775,25.2691,51.03,81,0,5.75,clear sky
424,Herat,AF,34.5,62.0,59.86,28,0,17.9,clear sky
425,Korcula,HR,42.9622,17.1369,68.29,70,5,4.61,clear sky
426,Pastavy,BY,55.1168,26.8326,45.75,93,100,5.99,overcast clouds
427,Krasnyy Yar,RU,46.5331,48.3456,62.53,59,100,13.89,overcast clouds
428,Annau,TM,37.8876,58.516,65.7,22,0,6.91,clear sky
429,Jamsa,FI,61.8642,25.19,47.12,86,98,1.99,overcast clouds
430,Neka,IR,36.6508,53.299,71.11,83,0,4.61,clear sky
431,Rzhev,RU,56.2624,34.3282,45.79,91,100,12.55,overcast clouds
432,Scarborough,GB,54.2797,-0.4044,62.17,68,13,8.48,few clouds
433,Komsomolskiy,UZ,40.4272,71.7189,63.32,45,47,6.91,scattered clouds
434,Kirzhach,RU,56.15,38.8667,47.89,86,95,5.1,overcast clouds
435,Makhinjauri,GE,41.6739,41.694,73.26,64,0,16.11,clear sky
436,Velsk,RU,61.0701,42.0983,43.9,97,100,7.67,overcast clouds
437,Toulon,FR,43.1167,5.9333,81.52,66,0,19.57,clear sky
438,Mezdra,BG,43.15,23.7,59.81,64,2,5.77,clear sky
439,Bayburt,TR,40.2589,40.2278,63.16,29,100,4.29,overcast clouds
440,Pavilosta,LV,56.8879,21.1859,55.31,90,100,5.86,overcast clouds
441,Mustasaari,FI,63.1142,21.6822,46.89,100,92,1.14,overcast clouds
442,Sarakhs,IR,36.5449,61.1577,64.44,24,0,7.31,clear sky
443,Yermish,RU,54.7678,42.2711,60.6,91,100,7.81,overcast clouds
444,Manavgat,TR,36.7867,31.4431,80.49,58,6,14.14,clear sky
445,Ust-Kulom,RU,61.6864,53.6902,46.45,95,100,10.76,moderate rain
446,Sharanga,RU,57.1775,46.5396,54.59,92,100,5.88,overcast clouds
447,Neya,RU,58.2972,43.8681,51.01,85,97,7.83,overcast clouds
448,Dingli,MT,35.8614,14.3822,73.81,69,20,13.8,few clouds
449,Castrovillari,IT,39.8203,16.2123,67.3,86,5,7.47,clear sky
450,Sheltozero,RU,61.3667,35.3667,43.7,83,62,11.05,broken clouds
451,Amiens,FR,49.9,2.3,59.99,91,96,4.88,overcast clouds
452,Markivka,UA,49.5229,39.5705,70.97,55,100,14.41,light rain
453,Aksay,RU,47.26,39.87,79.25,34,100,13.0,overcast clouds
454,Albufeira,PT,37.0882,-8.2503,78.64,48,2,11.81,clear sky
455,Nowy Dwor Gdanski,PL,54.2131,19.1177,53.15,82,73,10.47,broken clouds
456,Nexo,DK,55.0607,15.1306,57.29,74,4,25.9,clear sky
457,Maloy,NO,61.9353,5.1136,51.53,1,88,15.08,overcast clouds
458,Raahe,FI,64.6833,24.4833,48.29,90,71,9.6,broken clouds
459,Emba,KZ,48.8264,58.1442,48.56,22,10,10.2,clear sky
460,Oldenburg,DE,53.1667,8.2,59.92,75,5,3.0,clear sky
461,Leirvik,NO,59.7798,5.5005,54.63,79,78,10.76,broken clouds
462,Kodino,RU,63.7198,39.6447,40.91,86,100,5.35,overcast clouds
463,Maksatikha,RU,57.797,35.8825,43.32,93,100,6.24,overcast clouds
464,Ercis,TR,39.0287,43.3586,61.61,45,10,1.99,clear sky
465,Balsta,SE,59.5671,17.5278,53.53,85,100,3.36,overcast clouds
466,Kaka,TM,37.3482,59.6143,62.24,25,0,2.44,clear sky
467,Sarany,RU,58.5,58.8833,46.06,68,99,8.32,overcast clouds
468,Kjopsvik,NO,68.097,16.3742,46.27,75,100,3.65,overcast clouds
469,Lyuban,BY,52.7985,28.0048,45.45,93,100,14.56,overcast clouds
470,Torez,UA,48.0388,38.5969,67.69,59,100,7.67,overcast clouds
471,Vestmanna,FO,62.1564,-7.1664,50.92,76,100,23.02,overcast clouds
472,Hechingen,DE,48.3515,8.9632,61.11,100,93,9.64,overcast clouds
473,Weert,NL,51.2517,5.7069,61.11,73,20,5.75,few clouds
474,Pula,HR,44.8683,13.8481,66.76,77,0,2.3,clear sky
475,Kirkwall,GB,58.9848,-2.9587,55.45,88,75,17.27,broken clouds
476,Uglegorskiy,RU,48.2427,41.2531,73.6,43,100,19.89,overcast clouds
477,Inzhavino,RU,52.3185,42.4937,63.54,78,100,13.09,overcast clouds
478,Danilov,RU,58.1908,40.1717,46.85,94,100,4.32,overcast clouds
479,Severnyy,RU,50.677,36.5532,60.84,100,75,8.95,light intensity shower rain
480,Syasstroy,RU,60.1367,32.5691,44.56,88,77,7.23,broken clouds
481,Sorkjosen,NO,69.8,20.9333,33.8,80,0,3.44,clear sky
482,Yekaterinovka,RU,52.0508,44.3451,61.97,77,98,12.5,overcast clouds
483,Chernushka,RU,56.5072,56.0766,52.36,45,85,16.26,overcast clouds
484,Berlevag,NO,70.8578,29.0864,41.0,87,100,4.61,overcast clouds
485,Villaviciosa,ES,43.4813,-5.4357,71.01,83,100,4.05,overcast clouds
486,Samoded,RU,63.6083,40.5111,41.58,91,100,6.38,overcast clouds
487,Nidderau,DE,50.25,8.9,59.32,90,100,7.0,overcast clouds
488,Akureyri,IS,65.6835,-18.0878,51.73,66,40,13.8,scattered clouds
489,La Carolina,ES,38.2756,-3.6153,84.42,16,34,4.47,scattered clouds
490,Dubrovnik,HR,42.6481,18.0922,67.64,82,0,9.22,clear sky
491,Mola Di Bari,IT,41.0609,17.0873,73.31,55,0,7.87,clear sky
492,Kjollefjord,NO,70.9457,27.3465,42.85,87,75,2.3,broken clouds
493,Tornio,FI,65.8481,24.1466,48.22,95,98,9.46,overcast clouds
494,Vaxjo,SE,56.8777,14.8091,51.85,97,75,8.05,drizzle
495,Sabzevar,IR,36.2126,57.6819,70.88,26,0,13.8,clear sky
496,Terekli-Mekteb,RU,44.1671,45.8698,68.99,70,96,22.77,overcast clouds
497,Afyonkarahisar,TR,38.75,30.6667,59.25,75,14,11.56,few clouds
498,Killybegs,IE,54.6333,-8.45,56.91,74,53,6.85,broken clouds
499,Nikel,RU,69.4128,30.222,39.38,97,100,5.73,overcast clouds
500,Maromitsa,RU,59.8683,48.0123,51.76,94,97,8.23,light rain
501,Krasyliv,UA,49.6519,26.9725,48.38,88,61,17.81,broken clouds
502,Olhao,PT,37.0286,-7.8411,78.69,47,0,12.66,clear sky
503,Wexford,IE,52.3342,-6.4575,62.22,66,26,5.01,scattered clouds
504,Jaca,ES,42.569,-0.5499,80.02,54,90,2.66,overcast clouds
505,Dumfries,US,38.5676,-77.328,58.6,93,100,1.01,overcast clouds
506,Chebenki,RU,51.9337,55.7077,51.55,42,63,11.27,broken clouds
507,Karabanovo,RU,56.3167,38.7,47.03,90,99,4.61,overcast clouds
508,Zandvoort,NL,52.3749,4.5341,60.98,72,20,10.36,few clouds
509,Uyemskiy,RU,64.4743,40.8524,42.85,93,75,2.24,broken clouds
510,Takab,IR,36.4009,47.1133,61.3,32,0,1.03,clear sky
511,Turriff,GB,57.5384,-2.4593,59.32,44,99,1.01,overcast clouds
512,Kalach-Na-Donu,RU,48.691,43.5264,72.88,46,100,16.93,overcast clouds
513,Dvorichna,UA,49.8496,37.6857,63.93,81,100,18.9,overcast clouds
514,Varhaug,NO,58.6147,5.6457,55.47,79,39,19.04,scattered clouds
515,Hersbruck,DE,49.5125,11.4339,54.55,89,100,8.05,light rain
516,Staroderevyankovskaya,RU,46.1276,38.9674,76.12,38,100,14.76,light rain
517,Balkanabat,TM,39.5108,54.3671,69.01,19,0,17.52,clear sky
518,Melilla,ES,35.2937,-2.9383,73.6,83,40,11.5,scattered clouds
519,Shakhunya,RU,57.6758,46.6114,51.87,91,97,7.05,overcast clouds
520,Sergach,RU,55.5308,45.4661,56.89,93,100,5.99,overcast clouds
521,Locri,IT,38.2414,16.2623,68.32,71,0,11.92,clear sky
522,Mosta,MT,35.9092,14.4256,75.45,69,20,13.8,few clouds
523,Yutsa,RU,43.9564,43.0128,63.7,55,86,7.9,overcast clouds
524,Zhiryatino,RU,53.2228,33.7306,59.32,93,100,16.62,light rain
525,Teberda,RU,43.4456,41.7448,57.36,70,98,9.95,overcast clouds
526,Frasin,RO,47.5333,25.8,56.05,60,12,12.66,few clouds
527,Bar,UA,49.0772,27.6826,50.16,82,76,20.54,broken clouds
528,Sol-Iletsk,RU,51.1631,54.9918,54.28,33,41,14.29,scattered clouds
529,Glebychevo,RU,60.4387,28.7183,49.23,72,100,6.22,overcast clouds
530,Akdagmadeni,TR,39.6603,35.8836,68.36,36,97,8.28,overcast clouds
531,Llanes,ES,43.4198,-4.7549,66.45,85,100,4.92,overcast clouds
532,Terrak,NO,65.087,12.3715,51.67,88,100,3.36,overcast clouds
533,Alhaurin De La Torre,ES,36.664,-4.5614,80.24,47,0,2.3,clear sky
534,Chyhyryn,UA,49.0838,32.6555,53.17,79,100,22.55,overcast clouds
535,Blagoyevo,RU,63.3667,47.9167,43.63,99,100,5.64,overcast clouds
536,Vikesa,NO,58.6376,6.0913,54.88,87,50,11.74,scattered clouds
537,Gijon,ES,43.5357,-5.6615,70.84,85,100,7.0,overcast clouds
538,Aanekoski,FI,62.6946,25.818,42.85,100,71,3.18,broken clouds
539,Westerstede,DE,53.25,7.9333,58.98,79,5,9.91,clear sky
540,Sundsvall,SE,62.3913,17.3063,51.96,86,20,3.44,few clouds
541,Gardabani,GE,41.4605,45.0928,71.69,48,29,1.72,scattered clouds
542,Severodvinsk,RU,64.5635,39.8302,42.91,80,100,6.89,overcast clouds
543,Rosignano Marittimo,IT,43.4079,10.4729,72.34,80,91,6.78,overcast clouds
544,Saint-Esteve,FR,42.7131,2.843,76.82,50,0,3.44,clear sky
545,Mashhad,IR,36.297,59.6062,60.94,39,0,9.22,clear sky
546,Staryy Krym,UA,45.0333,35.1,57.02,90,100,21.83,light rain
547,Pilas,ES,37.3034,-6.301,89.37,29,81,3.27,broken clouds
548,Akdepe,TM,42.0551,59.3788,51.89,18,55,8.88,broken clouds
549,Sadovoye,RU,47.7764,44.5089,72.81,38,100,19.75,overcast clouds
550,Kielce,PL,50.8703,20.6275,53.8,1,68,8.21,broken clouds
551,Lagos,NG,6.5833,3.75,86.32,85,98,5.97,light rain
552,Duvan,RU,55.695,57.9024,48.96,61,98,7.36,overcast clouds
553,Artvin,TR,41.1667,41.8333,69.03,43,83,0.65,broken clouds
554,Karlstad,SE,59.3793,13.5036,50.56,88,100,3.44,light intensity drizzle
555,Fillan,NO,63.6064,8.9696,53.04,81,100,4.43,overcast clouds
556,Pulawy,PL,51.4166,21.9694,53.19,88,88,3.0,overcast clouds
557,Lotoshino,RU,56.2267,35.6414,46.36,93,100,11.59,overcast clouds
558,Umba,RU,66.6871,34.3429,38.39,87,33,3.94,scattered clouds
559,Perigueux,FR,45.1833,0.7167,69.21,74,97,5.01,overcast clouds
560,Svencionys,LT,55.15,26.1667,45.07,88,100,4.25,overcast clouds
561,Torzhok,RU,57.0436,34.9622,44.26,93,100,7.65,overcast clouds
562,Pestisu Mic,RO,45.8,22.8833,54.79,72,32,5.48,scattered clouds
563,Khlevnoye,RU,52.1951,39.0932,62.62,72,100,15.93,moderate rain
564,Salzwedel,DE,52.85,11.15,61.02,76,6,12.71,clear sky
565,Porosozero,RU,62.7191,32.727,42.91,86,100,2.93,overcast clouds
566,Moshenskoye,RU,58.5102,34.5911,42.87,90,100,6.55,overcast clouds
567,Chagoda,RU,59.164,35.3285,42.87,91,100,4.85,overcast clouds
568,Visby,SE,57.6409,18.296,53.06,93,40,8.05,scattered clouds
569,Aleksandrov Gay,RU,50.147,48.5704,69.22,51,93,16.06,overcast clouds
570,Aqtobe,KZ,50.2797,57.2072,48.29,34,0,4.47,clear sky
571,Wigtown,GB,54.8684,-4.4419,56.14,77,12,6.22,few clouds
572,Ramsar,IR,36.9226,50.6426,69.24,88,0,0.0,clear sky
573,Kretinga,LT,55.8758,21.2508,53.35,94,75,6.91,broken clouds
574,Klatovy,CZ,49.3955,13.2951,54.66,84,100,10.31,overcast clouds
575,Husum,DE,54.4858,9.0524,57.31,79,1,15.32,clear sky
576,Ketrzyn,PL,54.0768,21.3753,48.83,89,64,8.61,broken clouds
577,Stolbishche,RU,55.6468,49.216,57.65,93,75,11.18,broken clouds
578,Handlova,SK,48.7276,18.7601,54.55,93,98,4.12,overcast clouds
579,Nowy Tomysl,PL,52.3195,16.1284,56.25,78,48,12.46,scattered clouds
580,Salihorsk,BY,52.7876,27.5415,45.37,90,100,14.52,overcast clouds
581,Horodnytsya,UA,50.807,27.3168,48.09,93,100,10.76,light rain
582,Hammerfest,NO,70.6634,23.6821,41.45,75,75,1.14,broken clouds
583,Ureki,GE,41.9956,41.7786,73.36,62,95,3.4,overcast clouds
584,Schattdorf,CH,46.8655,8.6547,67.53,96,84,6.13,broken clouds
585,Svirstroy,RU,60.7999,33.7248,43.12,85,60,5.03,broken clouds
586,Grenaa,DK,56.4158,10.8783,55.94,81,1,19.57,clear sky
587,Imeni Tsyurupy,RU,55.4957,38.6506,53.98,78,99,6.35,overcast clouds
588,Zwijndrecht,NL,51.8175,4.6333,61.0,74,30,4.0,scattered clouds
589,Kharovsk,RU,59.9642,40.1912,43.7,96,100,7.0,overcast clouds
590,Kutno,PL,52.2306,19.3641,55.09,86,93,7.16,overcast clouds
591,Aranda De Duero,ES,41.6704,-3.6892,77.88,21,8,0.09,clear sky
592,Yershov,RU,51.3513,48.2766,66.65,55,90,15.26,overcast clouds
593,Seljord,NO,59.4894,8.634,52.41,76,65,4.9,broken clouds
594,Velikovechnoye,RU,44.934,39.755,69.35,52,100,4.83,overcast clouds
595,Agvali,RU,42.5385,46.1197,58.28,75,43,9.57,scattered clouds
596,Qrendi,MT,35.8347,14.4583,75.11,69,20,13.8,few clouds
597,Kotelnich,RU,58.3089,48.348,55.13,95,100,10.45,overcast clouds
598,Novoorsk,RU,51.381,58.9813,39.85,37,81,7.94,broken clouds
599,Verkhnyaya Sinyachikha,RU,57.976,61.6673,41.63,79,100,8.55,overcast clouds
600,Barsana,IN,27.65,77.3833,83.8,53,1,1.43,clear sky
601,Segezha,RU,63.7415,34.3222,41.11,78,50,2.89,scattered clouds
602,Kalaleh,IR,37.3807,55.4916,71.2,64,0,4.61,clear sky
603,Figeac,FR,44.75,1.9167,66.85,83,100,0.98,overcast clouds
604,Toshkivka,UA,48.7791,38.579,68.61,58,100,9.44,overcast clouds
605,Apatity,RU,67.5641,33.4031,35.53,93,38,2.66,scattered clouds
606,Stanislav,UA,46.5691,32.1478,59.67,63,70,23.15,broken clouds
607,Letka,RU,59.6011,49.4232,54.21,94,100,10.02,overcast clouds
608,Meshchovsk,RU,54.3244,35.2808,53.4,96,100,17.63,light rain
609,Tranas,SE,58.0372,14.9782,49.39,96,100,7.29,light rain
610,Roverud,NO,60.2521,12.055,53.04,92,99,2.28,overcast clouds
611,Slobodskoy,RU,58.7322,50.1772,54.68,95,100,10.83,overcast clouds
612,Stornoway,GB,58.2093,-6.3865,57.16,86,75,17.27,broken clouds
613,Irshava,UA,48.3167,23.0385,51.82,81,61,1.34,light rain
614,Mihai Viteazu,RO,46.5333,23.75,60.73,55,20,8.05,few clouds
615,Naantali,FI,60.4674,22.0243,51.12,81,0,3.44,clear sky
616,Borova,UA,50.1763,30.1043,48.34,86,100,21.0,light rain
617,Verkhnetulomskiy,RU,68.6073,31.7962,39.33,95,100,3.96,overcast clouds
618,Kortkeros,RU,61.8106,51.5806,51.8,96,100,10.27,light rain
619,Yertarskiy,RU,56.7902,64.2995,41.04,53,100,10.31,overcast clouds
620,Zadar,HR,44.1197,15.2422,70.41,64,0,4.61,clear sky
621,Kumluca,TR,36.3703,30.2869,83.14,50,3,5.77,clear sky
622,Sosva,RU,59.1766,61.8558,41.18,85,100,9.48,overcast clouds
623,Uyskoye,RU,54.3775,60.0047,37.81,73,93,8.01,overcast clouds
624,Medea,DZ,36.2642,2.7539,77.05,31,40,0.31,scattered clouds
625,Rensvik,NO,63.1,7.8167,55.67,62,75,8.05,broken clouds
626,Onda,ES,39.9667,-0.25,75.9,59,21,4.61,few clouds
627,Iskele,TR,39.484,26.9278,73.49,49,20,6.91,few clouds
628,Kolga,EE,59.4867,25.6192,49.48,78,98,6.82,overcast clouds
629,Alasehir,TR,38.3508,28.5172,71.62,60,3,12.35,clear sky
630,Felnac,RO,46.1167,21.15,62.69,77,0,4.61,clear sky
631,Lityn,UA,49.3251,28.0809,49.62,87,71,18.95,light rain
632,Agalatovo,RU,60.2195,30.2739,47.34,94,90,4.85,overcast clouds
633,Belyy,RU,55.8402,32.9419,46.63,88,100,10.85,light rain
634,Hosingen,LU,50.0178,6.0933,52.97,96,100,6.29,overcast clouds
635,Lohja,FI,60.2486,24.0653,50.38,99,100,4.63,overcast clouds
636,Oskarshamn,SE,57.2645,16.4484,53.98,92,99,10.51,overcast clouds
637,Belomorsk,RU,64.5232,34.7668,37.81,77,13,3.27,few clouds
638,Granville,AU,-33.8333,151.0167,54.37,91,40,3.44,scattered clouds
639,Fuengirola,ES,36.54,-4.6247,77.67,42,0,2.3,clear sky
640,Karpogory,RU,64.0019,44.4451,43.36,88,100,4.72,overcast clouds
641,Parfenyevo,RU,58.484,43.4088,50.07,90,100,7.92,overcast clouds
642,Ust-Tsilma,RU,65.441,52.1498,41.52,99,100,2.17,light rain
643,Blagodatnoye,RU,45.3997,42.5867,70.72,42,100,12.33,overcast clouds
644,Beaune,FR,47.0833,4.75,62.62,81,27,8.7,scattered clouds
645,Kalmar,SE,56.6616,16.3616,57.96,76,75,10.36,broken clouds
646,Floro,NO,61.5996,5.0328,54.23,93,40,8.05,scattered clouds
647,Nurota,UZ,40.5614,65.6886,55.83,23,3,8.32,clear sky
648,Sekovici,BA,44.2986,18.8528,61.25,77,7,2.84,clear sky
649,Holoby,UA,51.0865,25.0077,52.05,87,33,14.99,scattered clouds
650,Wolow,PL,51.3366,16.6443,54.18,87,59,12.97,broken clouds
651,Eberswalde,DE,52.8349,13.8195,60.31,75,11,10.22,few clouds
652,Khalkhal,IR,37.6189,48.5258,56.37,71,5,2.75,clear sky
653,Guerande,FR,47.3291,-2.4283,65.35,94,76,10.49,broken clouds
654,Coswig,DE,51.1333,13.5833,58.41,84,0,8.05,clear sky
655,Elverum,NO,60.8819,11.5623,47.43,94,100,1.36,overcast clouds
656,Asekeyevo,RU,53.5742,52.7972,57.02,47,100,15.21,overcast clouds
657,Iglesias,IT,39.3114,8.535,76.73,72,2,5.14,clear sky
658,Piranshahr,IR,36.701,45.1413,62.91,38,0,1.23,clear sky
659,Starchiojd,RO,45.3167,26.1833,61.68,63,7,13.62,clear sky
660,Mozhaysk,RU,55.5019,36.0272,48.69,85,100,11.88,light rain
661,Kadom,RU,54.5592,42.4675,57.54,90,100,7.29,overcast clouds
662,Janow Lubelski,PL,50.707,22.4104,53.49,83,68,8.05,broken clouds
663,Kargopol,RU,61.5071,38.9456,43.86,87,100,7.31,light rain
664,Zheshart,RU,62.0731,49.5733,48.9,98,100,6.11,light rain
665,Ommen,NL,52.5333,6.5,60.94,73,25,5.99,scattered clouds
666,Eskilstuna,SE,59.3666,16.5077,50.74,96,100,3.98,overcast clouds
667,Pachino,IT,36.7186,15.0907,72.95,59,0,6.35,clear sky
668,Spiez,CH,46.6847,7.6911,63.36,65,60,8.01,broken clouds
669,Palafrugell,ES,41.9174,3.1631,79.56,71,65,4.05,broken clouds
670,Zelenoborsk,RU,61.4669,64.0333,38.17,84,100,9.89,overcast clouds
671,Varsag,RO,46.5167,25.35,47.19,85,79,10.09,light rain
672,Pitkyaranta,RU,61.5734,31.4792,48.2,78,55,4.85,broken clouds
673,Alta,NO,69.9689,23.2717,37.18,78,0,2.3,clear sky
674,Tolmachevo,RU,54.9824,82.7363,37.38,70,0,4.47,clear sky
675,Carndonagh,IE,55.25,-7.2667,56.82,77,61,8.37,broken clouds
676,Duzce,TR,40.8389,31.1639,61.48,86,82,2.98,broken clouds
677,Sebrovo,RU,50.0981,43.2976,70.83,54,100,16.58,overcast clouds
678,La Ciotat,FR,43.1748,5.6045,79.79,57,100,14.34,overcast clouds
679,Peterhead,GB,57.5058,-1.7981,59.5,71,94,14.58,overcast clouds
680,Zhizdra,RU,53.746,34.7395,57.49,97,100,11.56,light rain
681,Brumunddal,NO,60.881,10.9395,47.61,95,95,1.23,overcast clouds
682,Helmstedt,DE,52.2279,11.0099,57.15,76,26,12.35,scattered clouds
683,Mikhaylovsk,RU,45.1283,42.0256,68.22,52,0,11.18,clear sky
684,Trapani,IT,37.8333,12.6667,77.09,73,40,9.22,scattered clouds
685,Samokov,BG,42.3333,23.55,57.7,78,5,5.79,clear sky
686,Pechora,RU,65.1472,57.2244,42.49,93,100,10.94,overcast clouds
687,Neulengbach,AT,48.1974,15.9022,57.27,93,100,5.99,light rain
688,Koprivstica,RS,43.2349,22.6205,55.85,82,52,1.99,broken clouds
689,Puksoozero,RU,62.5903,40.6066,41.81,90,100,6.89,overcast clouds
690,Tabriz,IR,38.08,46.2919,69.26,26,0,2.3,clear sky
691,Nastola,FI,60.95,25.9333,43.84,85,100,3.65,overcast clouds
692,Jorpeland,NO,59.0225,6.0408,55.22,85,77,14.07,broken clouds
693,Hashtrud,IR,37.4779,47.0508,61.32,33,0,2.71,clear sky
694,Atyrau,KZ,47.1167,51.8833,64.42,25,0,22.37,clear sky
695,Kinsale,IE,51.7075,-8.5306,60.24,72,75,9.22,broken clouds
696,Tunceli,TR,39.1083,39.5471,69.66,25,98,2.1,overcast clouds
697,Batsfjord,NO,70.6345,29.7185,40.93,93,100,5.75,light intensity drizzle
698,Denizli,TR,37.8402,29.0698,73.69,54,12,9.31,few clouds
699,Freiburg,CH,46.8024,7.1513,62.87,72,20,12.66,few clouds
700,Sukhobezvodnoye,RU,57.0491,44.8891,50.63,95,74,3.36,broken clouds
